figure,series,sf,version,name,rep,seconds,rows
fig1_11,duckdb_warm,10,v1.1.3,Q2.3,3,0.043,
fig1_11,duckdb_warm,10,v1.1.3,Q3.1,1,0.154,
fig1_11,duckdb_warm,10,v1.1.3,Q3.1,2,0.127,
fig1_11,duckdb_warm,10,v1.1.3,Q3.1,3,0.115,
fig1_11,duckdb_warm,10,v1.1.3,Q3.2,1,0.131,
fig1_11,duckdb_warm,10,v1.1.3,Q3.2,2,0.082,
fig1_11,duckdb_warm,10,v1.1.3,Q3.2,3,0.059,
fig1_11,duckdb_warm,10,v1.1.3,Q3.3,1,0.104,
fig1_11,duckdb_warm,10,v1.1.3,Q3.3,2,0.068,
fig1_11,duckdb_warm,10,v1.1.3,Q3.3,3,0.053,
fig1_11,duckdb_warm,10,v1.1.3,Q3.4,1,0.077,
fig1_11,duckdb_warm,10,v1.1.3,Q3.4,2,0.060,
fig1_11,duckdb_warm,10,v1.1.3,Q3.4,3,0.045,
fig1_11,duckdb_warm,10,v1.1.3,Q4.1,1,0.153,
fig1_11,duckdb_warm,10,v1.1.3,Q4.1,2,0.110,
fig1_11,duckdb_warm,10,v1.1.3,Q4.1,3,0.088,
fig1_11,duckdb_warm,10,v1.1.3,Q4.2,1,0.151,
fig1_11,duckdb_warm,10,v1.1.3,Q4.2,2,0.104,
fig1_11,duckdb_warm,10,v1.1.3,Q4.2,3,0.102,
fig1_11,duckdb_warm,10,v1.1.3,Q4.3,1,0.129,
fig1_11,duckdb_warm,10,v1.1.3,Q4.3,2,0.132,
fig1_11,duckdb_warm,10,v1.1.3,Q4.3,3,0.100,
