figure,series,sf,version,name,rep,seconds,rows
fig1_11,duckdb_warm,10,v0.8.0,Q4.2,2,,ERROR_BIGINT_TO_DATE
fig1_11,duckdb_warm,10,v0.8.0,Q4.2,3,,ERROR_BIGINT_TO_DATE
fig1_11,duckdb_warm,10,v0.8.0,Q4.3,1,,ERROR_BIGINT_TO_DATE
fig1_11,duckdb_warm,10,v0.8.0,Q4.3,2,,ERROR_BIGINT_TO_DATE
fig1_11,duckdb_warm,10,v0.8.0,Q4.3,3,,ERROR_BIGINT_TO_DATE
fig7_10,duckdb_latencies,10,v1.1.3,customer,1,2.981,
fig7_10,duckdb_latencies,10,v1.1.3,customer,2,3.102,
fig7_10,duckdb_latencies,10,v1.1.3,customer,3,3.086,
fig7_10,duckdb_latencies,10,v1.1.3,part,1,6.787,
fig7_10,duckdb_latencies,10,v1.1.3,part,2,6.759,
fig7_10,duckdb_latencies,10,v1.1.3,part,3,6.875,
fig7_10,duckdb_latencies,10,v1.1.3,supplier,1,3.032,
fig7_10,duckdb_latencies,10,v1.1.3,supplier,2,2.991,
fig7_10,duckdb_latencies,10,v1.1.3,supplier,3,2.921,
fig7_10,duckdb_latencies,10,v1.1.3,date,1,,ERROR_BIGINT_TO_DATE
fig7_10,duckdb_latencies,10,v1.1.3,date,2,,ERROR_BIGINT_TO_DATE
fig7_10,duckdb_latencies,10,v1.1.3,date,3,,ERROR_BIGINT_TO_DATE
fig8,duckdb_ms,10,v1.1.3,selfjoin_orderkey,1,0.862,257776538
fig8,duckdb_ms,10,v1.1.3,selfjoin_orderkey,2,0.860,257776538
fig8,duckdb_ms,10,v1.1.3,selfjoin_orderkey,3,0.871,257776538
fig9,duckdb_distinct,10,v1.1.3,distinct_orderkey,1,0.334,
fig9,duckdb_distinct,10,v1.1.3,distinct_orderkey,2,0.316,
fig9,duckdb_distinct,10,v1.1.3,distinct_orderkey,3,0.333,
fig9,duckdb_where,10,v1.1.3,where_linenumber_3,1,1.163,
fig9,duckdb_where,10,v1.1.3,where_linenumber_3,2,1.096,
fig9,duckdb_where,10,v1.1.3,where_linenumber_3,3,1.088,
fig1_11,duckdb_cold,10,v1.1.3,Q1.1,1,,ERROR_BIGINT_TO_DATE
fig1_11,duckdb_cold,10,v1.1.3,Q1.1,2,,ERROR_BIGINT_TO_DATE
fig1_11,duckdb_cold,10,v1.1.3,Q1.1,3,,ERROR_BIGINT_TO_DATE
fig1_11,duckdb_cold,10,v1.1.3,Q1.2,1,,ERROR_BIGINT_TO_DATE
fig1_11,duckdb_cold,10,v1.1.3,Q1.2,2,,ERROR_BIGINT_TO_DATE
fig1_11,duckdb_cold,10,v1.1.3,Q1.2,3,,ERROR_BIGINT_TO_DATE
fig1_11,duckdb_cold,10,v1.1.3,Q1.3,1,,ERROR_BIGINT_TO_DATE
fig1_11,duckdb_cold,10,v1.1.3,Q1.3,2,,ERROR_BIGINT_TO_DATE
fig1_11,duckdb_cold,10,v1.1.3,Q1.3,3,,ERROR_BIGINT_TO_DATE
fig1_11,duckdb_cold,10,v1.1.3,Q2.1,1,,ERROR_BIGINT_TO_DATE
fig1_11,duckdb_cold,10,v1.1.3,Q2.1,2,,ERROR_BIGINT_TO_DATE
fig1_11,duckdb_cold,10,v1.1.3,Q2.1,3,,ERROR_BIGINT_TO_DATE
fig1_11,duckdb_cold,10,v1.1.3,Q2.2,1,,ERROR_BIGINT_TO_DATE
fig1_11,duckdb_cold,10,v1.1.3,Q2.2,2,,ERROR_BIGINT_TO_DATE
fig1_11,duckdb_cold,10,v1.1.3,Q2.2,3,,ERROR_BIGINT_TO_DATE
fig1_11,duckdb_cold,10,v1.1.3,Q2.3,1,,ERROR_BIGINT_TO_DATE
fig1_11,duckdb_cold,10,v1.1.3,Q2.3,2,,ERROR_BIGINT_TO_DATE
fig1_11,duckdb_cold,10,v1.1.3,Q2.3,3,,ERROR_BIGINT_TO_DATE
fig1_11,duckdb_cold,10,v1.1.3,Q3.1,1,,ERROR_BIGINT_TO_DATE
fig1_11,duckdb_cold,10,v1.1.3,Q3.1,2,,ERROR_BIGINT_TO_DATE
fig1_11,duckdb_cold,10,v1.1.3,Q3.1,3,,ERROR_BIGINT_TO_DATE
fig1_11,duckdb_cold,10,v1.1.3,Q3.2,1,,ERROR_BIGINT_TO_DATE
fig1_11,duckdb_cold,10,v1.1.3,Q3.2,2,,ERROR_BIGINT_TO_DATE
fig1_11,duckdb_cold,10,v1.1.3,Q3.2,3,,ERROR_BIGINT_TO_DATE
fig1_11,duckdb_cold,10,v1.1.3,Q3.3,1,,ERROR_BIGINT_TO_DATE
fig1_11,duckdb_cold,10,v1.1.3,Q3.3,2,,ERROR_BIGINT_TO_DATE
fig1_11,duckdb_cold,10,v1.1.3,Q3.3,3,,ERROR_BIGINT_TO_DATE
fig1_11,duckdb_cold,10,v1.1.3,Q3.4,1,,ERROR_BIGINT_TO_DATE
fig1_11,duckdb_cold,10,v1.1.3,Q3.4,2,,ERROR_BIGINT_TO_DATE
fig1_11,duckdb_cold,10,v1.1.3,Q3.4,3,,ERROR_BIGINT_TO_DATE
fig1_11,duckdb_cold,10,v1.1.3,Q4.1,1,,ERROR_BIGINT_TO_DATE
fig1_11,duckdb_cold,10,v1.1.3,Q4.1,2,,ERROR_BIGINT_TO_DATE
fig1_11,duckdb_cold,10,v1.1.3,Q4.1,3,,ERROR_BIGINT_TO_DATE
fig1_11,duckdb_cold,10,v1.1.3,Q4.2,1,,ERROR_BIGINT_TO_DATE
fig1_11,duckdb_cold,10,v1.1.3,Q4.2,2,,ERROR_BIGINT_TO_DATE
fig1_11,duckdb_cold,10,v1.1.3,Q4.2,3,,ERROR_BIGINT_TO_DATE
fig1_11,duckdb_cold,10,v1.1.3,Q4.3,1,,ERROR_BIGINT_TO_DATE
fig1_11,duckdb_cold,10,v1.1.3,Q4.3,2,,ERROR_BIGINT_TO_DATE
fig1_11,duckdb_cold,10,v1.1.3,Q4.3,3,,ERROR_BIGINT_TO_DATE
fig1_11,duckdb_warm,10,v1.1.3,Q1.1,1,,ERROR_BIGINT_TO_DATE
fig1_11,duckdb_warm,10,v1.1.3,Q1.1,2,,ERROR_BIGINT_TO_DATE
fig1_11,duckdb_warm,10,v1.1.3,Q1.1,3,,ERROR_BIGINT_TO_DATE
fig1_11,duckdb_warm,10,v1.1.3,Q1.2,1,,ERROR_BIGINT_TO_DATE
fig1_11,duckdb_warm,10,v1.1.3,Q1.2,2,,ERROR_BIGINT_TO_DATE
fig1_11,duckdb_warm,10,v1.1.3,Q1.2,3,,ERROR_BIGINT_TO_DATE
fig1_11,duckdb_warm,10,v1.1.3,Q1.3,1,,ERROR_BIGINT_TO_DATE
fig1_11,duckdb_warm,10,v1.1.3,Q1.3,2,,ERROR_BIGINT_TO_DATE
fig1_11,duckdb_warm,10,v1.1.3,Q1.3,3,,ERROR_BIGINT_TO_DATE
fig1_11,duckdb_warm,10,v1.1.3,Q2.1,1,,ERROR_BIGINT_TO_DATE
fig1_11,duckdb_warm,10,v1.1.3,Q2.1,2,,ERROR_BIGINT_TO_DATE
fig1_11,duckdb_warm,10,v1.1.3,Q2.1,3,,ERROR_BIGINT_TO_DATE
fig1_11,duckdb_warm,10,v1.1.3,Q2.2,1,,ERROR_BIGINT_TO_DATE
fig1_11,duckdb_warm,10,v1.1.3,Q2.2,2,,ERROR_BIGINT_TO_DATE
fig1_11,duckdb_warm,10,v1.1.3,Q2.2,3,,ERROR_BIGINT_TO_DATE
fig1_11,duckdb_warm,10,v1.1.3,Q2.3,1,,ERROR_BIGINT_TO_DATE
fig1_11,duckdb_warm,10,v1.1.3,Q2.3,2,,ERROR_BIGINT_TO_DATE
fig1_11,duckdb_warm,10,v1.1.3,Q2.3,3,,ERROR_BIGINT_TO_DATE
fig1_11,duckdb_warm,10,v1.1.3,Q3.1,1,,ERROR_BIGINT_TO_DATE
fig1_11,duckdb_warm,10,v1.1.3,Q3.1,2,,ERROR_BIGINT_TO_DATE
fig1_11,duckdb_warm,10,v1.1.3,Q3.1,3,,ERROR_BIGINT_TO_DATE
fig1_11,duckdb_warm,10,v1.1.3,Q3.2,1,,ERROR_BIGINT_TO_DATE
fig1_11,duckdb_warm,10,v1.1.3,Q3.2,2,,ERROR_BIGINT_TO_DATE
fig1_11,duckdb_warm,10,v1.1.3,Q3.2,3,,ERROR_BIGINT_TO_DATE
fig1_11,duckdb_warm,10,v1.1.3,Q3.3,1,,ERROR_BIGINT_TO_DATE
fig1_11,duckdb_warm,10,v1.1.3,Q3.3,2,,ERROR_BIGINT_TO_DATE
fig1_11,duckdb_warm,10,v1.1.3,Q3.3,3,,ERROR_BIGINT_TO_DATE
fig1_11,duckdb_warm,10,v1.1.3,Q3.4,1,,ERROR_BIGINT_TO_DATE
fig1_11,duckdb_warm,10,v1.1.3,Q3.4,2,,ERROR_BIGINT_TO_DATE
fig1_11,duckdb_warm,10,v1.1.3,Q3.4,3,,ERROR_BIGINT_TO_DATE
fig1_11,duckdb_warm,10,v1.1.3,Q4.1,1,,ERROR_BIGINT_TO_DATE
fig1_11,duckdb_warm,10,v1.1.3,Q4.1,2,,ERROR_BIGINT_TO_DATE
fig1_11,duckdb_warm,10,v1.1.3,Q4.1,3,,ERROR_BIGINT_TO_DATE
fig1_11,duckdb_warm,10,v1.1.3,Q4.2,1,,ERROR_BIGINT_TO_DATE
fig1_11,duckdb_warm,10,v1.1.3,Q4.2,2,,ERROR_BIGINT_TO_DATE
fig1_11,duckdb_warm,10,v1.1.3,Q4.2,3,,ERROR_BIGINT_TO_DATE
fig1_11,duckdb_warm,10,v1.1.3,Q4.3,1,,ERROR_BIGINT_TO_DATE
fig1_11,duckdb_warm,10,v1.1.3,Q4.3,2,,ERROR_BIGINT_TO_DATE
fig1_11,duckdb_warm,10,v1.1.3,Q4.3,3,,ERROR_BIGINT_TO_DATE
