figure,series,sf,version,name,rep,seconds,rows
fig1_11,duckdb_cold,1,v1.1.3,Q2.3,2,,ERROR_BIGINT_TO_DATE
fig1_11,duckdb_cold,1,v1.1.3,Q2.3,3,,ERROR_BIGINT_TO_DATE
fig1_11,duckdb_cold,1,v1.1.3,Q3.1,1,,ERROR_BIGINT_TO_DATE
fig1_11,duckdb_cold,1,v1.1.3,Q3.1,2,,ERROR_BIGINT_TO_DATE
fig1_11,duckdb_cold,1,v1.1.3,Q3.1,3,,ERROR_BIGINT_TO_DATE
fig1_11,duckdb_cold,1,v1.1.3,Q3.2,1,,ERROR_BIGINT_TO_DATE
fig1_11,duckdb_cold,1,v1.1.3,Q3.2,2,,ERROR_BIGINT_TO_DATE
fig1_11,duckdb_cold,1,v1.1.3,Q3.2,3,,ERROR_BIGINT_TO_DATE
fig1_11,duckdb_cold,1,v1.1.3,Q3.3,1,,ERROR_BIGINT_TO_DATE
fig1_11,duckdb_cold,1,v1.1.3,Q3.3,2,,ERROR_BIGINT_TO_DATE
fig1_11,duckdb_cold,1,v1.1.3,Q3.3,3,,ERROR_BIGINT_TO_DATE
fig1_11,duckdb_cold,1,v1.1.3,Q3.4,1,,ERROR_BIGINT_TO_DATE
fig1_11,duckdb_cold,1,v1.1.3,Q3.4,2,,ERROR_BIGINT_TO_DATE
fig1_11,duckdb_cold,1,v1.1.3,Q3.4,3,,ERROR_BIGINT_TO_DATE
fig1_11,duckdb_cold,1,v1.1.3,Q4.1,1,,ERROR_BIGINT_TO_DATE
fig1_11,duckdb_cold,1,v1.1.3,Q4.1,2,,ERROR_BIGINT_TO_DATE
fig1_11,duckdb_cold,1,v1.1.3,Q4.1,3,,ERROR_BIGINT_TO_DATE
fig1_11,duckdb_cold,1,v1.1.3,Q4.2,1,,ERROR_BIGINT_TO_DATE
fig1_11,duckdb_cold,1,v1.1.3,Q4.2,2,,ERROR_BIGINT_TO_DATE
fig1_11,duckdb_cold,1,v1.1.3,Q4.2,3,,ERROR_BIGINT_TO_DATE
fig1_11,duckdb_cold,1,v1.1.3,Q4.3,1,,ERROR_BIGINT_TO_DATE
fig1_11,duckdb_cold,1,v1.1.3,Q4.3,2,,ERROR_BIGINT_TO_DATE
fig1_11,duckdb_cold,1,v1.1.3,Q4.3,3,,ERROR_BIGINT_TO_DATE
fig1_11,duckdb_warm,1,v1.1.3,Q1.1,1,,ERROR_BIGINT_TO_DATE
fig1_11,duckdb_warm,1,v1.1.3,Q1.1,2,,ERROR_BIGINT_TO_DATE
