query,run,seconds,cpu_time,join_share,peak_note
Q1.1,1,0.499536511,54.39915788799999,0.21666083992083146,0
Q1.1,2,0.144604604,15.623761465,0.11323166050397711,0
Q1.1,3,0.155222009,16.855624446,0.09837973284896717,0
Q1.1,4,0.142757588,15.362934434000003,0.11755517936749917,0
Q1.1,5,0.150046654,16.244658879,0.1058288818992934,0
