query,run,seconds,cpu_time,join_share,peak_note
Q1.1,1,0.251150199,26.40864257400001,0.09899297651041772,0
Q1.1,2,0.155667928,16.936160515999998,0.13599613110799594,0
Q1.1,3,0.180144519,19.675802833000006,0.09446298378649746,0
Q1.1,4,0.160930868,17.31547196599999,0.1309325372968006,0
Q1.1,5,0.164798479,17.339268998999994,0.12967672242293937,0
Q1.2,1,0.168089576,17.617605754000003,0.09945809541130002,0
Q1.2,2,0.104311131,11.171728058999998,0.0937080079707658,0
Q1.2,3,0.093427596,10.049336097000003,0.1037096825044123,0
Q1.2,4,0.093791369,10.088523861,0.10884778329613345,0
Q1.2,5,0.10543809,11.393069060000004,0.08245521729506658,0
Q1.3,1,0.14104254,14.401506604000001,0.08654307353189204,0
Q1.3,2,0.12403422,13.231378289000002,0.06609511948781982,0
Q1.3,3,0.121661583,12.212746527999997,0.07592518152031529,0
Q1.3,4,0.117223126,12.452344124999998,0.07251697390751319,0
Q1.3,5,0.105483916,11.302856452000004,0.0856098855284303,0
Q2.1,1,0.469397294,37.196388936999995,0.392667378780721,0
Q2.1,2,0.223883496,19.202511673999993,0.4609407087086665,0
Q2.1,3,0.23117847,19.865050173999997,0.44133465278002176,0
Q2.1,4,0.215912283,19.147354409999995,0.4527149442365181,0
Q2.1,5,0.223030007,19.231062278000003,0.45742307355862044,0
Q2.2,1,0.355205167,28.190187016,0.35133277538665036,0
Q2.2,2,0.229913845,20.006078802,0.37542990029856027,0
Q2.2,3,0.207325743,18.355008809000008,0.3574702503429346,0
Q2.2,4,0.235359612,20.782123747999993,0.2846567112068764,0
Q2.2,5,0.199904283,18.773647508000003,0.3596638885503039,0
Q2.3,1,0.322464596,26.838286030000013,0.3006591953368489,0
Q2.3,2,0.227263587,20.498287129999998,0.2929617924617296,0
Q2.3,3,0.213313265,19.014556194000004,0.2872452591727317,0
Q2.3,4,0.190250837,17.631751983000008,0.3193173364410066,0
Q2.3,5,0.187606505,17.328641311000002,0.3260320046796543,0
Q3.1,1,0.599556748,53.67271487,0.5611233079777318,0
Q3.1,2,0.482983512,45.244956077000005,0.599382935964122,0
Q3.1,3,0.455339555,42.299073286999985,0.5914219676696434,0
Q3.1,4,0.483469922,45.13085674999999,0.5896884895055754,0
Q3.1,5,0.4767359,45.46330174100001,0.5875553501190219,0
Q3.2,1,0.40381674,35.83798801799994,0.5526765311727823,0
Q3.2,2,0.281834011,27.255303354999967,0.5411978790650299,0
Q3.2,3,0.285930139,27.67860879199998,0.5462740565692807,0
Q3.2,4,0.287258732,27.39245802499999,0.5420962971430887,0
Q3.2,5,0.285973039,27.19365601200001,0.5399093845094272,0
Q3.3,1,0.455591677,41.53265876600026,0.5858642944602309,0
Q3.3,2,0.317130215,30.237514882999918,0.5687535088298139,0
Q3.3,3,0.285445887,27.87123227799993,0.5492465807148181,0
Q3.3,4,0.283837678,27.462912709999934,0.5540800247840851,0
Q3.3,5,0.283414971,27.467736313999936,0.5541138809550307,0
Q3.4,1,0.304414953,26.110615174999992,0.252947177105336,0
Q3.4,2,0.19816543,17.625215811000007,0.2138566218092817,0
Q3.4,3,0.189114798,17.126903327,0.1949449246167278,0
Q3.4,4,0.187095021,16.964487565000002,0.17937280724459062,0
Q3.4,5,0.170511747,16.071804081999993,0.2559610902429615,0
Q4.1,1,0.574022282,49.70391968799997,0.7361960358396915,0
Q4.1,2,0.474739801,42.52855173999998,0.750015244158888,0
Q4.1,3,0.491260161,43.964113525999984,0.754324296937946,0
Q4.1,4,0.480579088,43.16973852299998,0.7480657955061386,0
Q4.1,5,0.750453267,60.28502793799994,0.5280377901580862,0
Q4.2,1,0.580143213,44.35057882200001,0.5351973050287601,0
Q4.2,2,0.404454106,35.291585469000005,0.5797574657554699,0
Q4.2,3,0.414040862,35.119883183,0.573451243418391,0
Q4.2,4,0.407062585,35.198334966000004,0.575932473782686,0
Q4.2,5,0.406599479,35.054623828999986,0.5613451610546448,0
Q4.3,1,0.425582261,32.509957305,0.331461367202186,0
Q4.3,2,0.324525713,24.566533747000005,0.3947667237826867,0
Q4.3,3,0.35248427,27.405100548999997,0.4573608259013431,0
Q4.3,4,1.076000376,26.558142807000007,0.4184309030475949,0
Q4.3,5,0.403802146,22.86859145500001,0.36392584582118503,0
