query,run,seconds,cpu_time,join_share,peak_note
Q1.1,1,0.236765,,0.21232699821146095,0
Q1.1,2,0.181158,,0.2537481682628217,0
Q1.1,3,0.176548,,0.2531528952660594,0
Q1.1,4,0.175182,,0.2531469897871095,0
Q1.1,5,0.174792,,0.25233528202432504,0
Q1.2,1,0.158174,,0.16262679988695772,0
Q1.2,2,0.153367,,0.16081414804278912,0
Q1.2,3,0.153064,,0.1610085058060699,0
Q1.2,4,0.15245,,0.1611791942100011,0
Q1.2,5,0.151552,,0.161509896593902,0
Q1.3,1,0.149415,,0.16143998404204232,0
Q1.3,2,0.149538,,0.15866581939618457,0
Q1.3,3,0.150038,,0.1604717335083718,0
Q1.3,4,0.150056,,0.1604246036982455,0
Q1.3,5,0.151933,,0.16151200020484974,0
Q2.1,1,0.163741,,0.8062998810336882,0
Q2.1,2,0.169433,,0.8093741630488699,0
Q2.1,3,0.160799,,0.804959869002542,0
Q2.1,4,0.177236,,0.8000737497810733,0
Q2.1,5,0.165215,,0.7993525692309542,0
Q2.2,1,0.157906,,0.8380936318544107,0
Q2.2,2,0.159328,,0.8383038991294923,0
Q2.2,3,0.161184,,0.8398198864116719,0
Q2.2,4,0.158803,,0.8409734389829036,0
Q2.2,5,0.159106,,0.840475020812658,0
Q2.3,1,0.123358,,0.8025055274778372,0
Q2.3,2,0.113218,,0.7969201507518575,0
Q2.3,3,0.109658,,0.7991123294952592,0
Q2.3,4,0.112729,,0.802222696634275,0
Q2.3,5,0.115744,,0.800160886591368,0
Q3.1,1,0.403358,,0.8045367495239069,0
Q3.1,2,0.402234,,0.8028721704234172,0
Q3.1,3,0.397963,,0.8032179327099978,0
Q3.1,4,0.386249,,0.8021970817869569,0
Q3.1,5,0.376289,,0.8034584002053081,0
Q3.2,1,0.172824,,0.8397838995410885,0
Q3.2,2,0.164433,,0.8361622727009596,0
Q3.2,3,0.159289,,0.8394585340224007,0
Q3.2,4,0.160815,,0.8339467328474184,0
Q3.2,5,0.165283,,0.8408323455260295,0
Q3.3,1,0.118173,,0.7918949506975714,0
Q3.3,2,0.112973,,0.7852209665318065,0
Q3.3,3,0.109873,,0.7772698063601647,0
Q3.3,4,0.112095,,0.7813692552920313,0
Q3.3,5,0.118502,,0.7990266774434306,0
Q3.4,1,0.111339,,0.7820912733094982,0
Q3.4,2,0.112055,,0.7691297232289883,0
Q3.4,3,0.107506,,0.7648714428947024,0
Q3.4,4,0.106908,,0.7693035002440415,0
Q3.4,5,0.108765,,0.7773560128814306,0
Q4.1,1,0.420976,,0.8620879032195519,0
Q4.1,2,0.423756,,0.8601490457680933,0
Q4.1,3,0.401833,,0.8603453753850479,0
Q4.1,4,0.391004,,0.860095127209692,0
Q4.1,5,0.415901,,0.859851276074332,0
Q4.2,1,0.331816,,0.8382286515512748,0
Q4.2,2,0.351564,,0.8390220613237622,0
Q4.2,3,0.341654,,0.8384545203743291,0
Q4.2,4,0.350454,,0.8393211057021928,0
Q4.2,5,0.347243,,0.8389209338463299,0
Q4.3,1,0.200127,,0.7719298726782068,0
Q4.3,2,0.202282,,0.774108391498589,0
Q4.3,3,0.198925,,0.7680948725474002,0
Q4.3,4,0.200022,,0.7668638688789537,0
Q4.3,5,0.198256,,0.7706197184254825,0
