query,run,seconds,cpu_time,join_share,peak_note
Q1.1,1,0.556226813,60.775411145,0.2237132449595705,0
Q1.1,2,0.158625015,17.151719344999993,0.11082545398307998,0
Q1.1,3,0.133007511,14.212255222,0.15753023879942263,0
Q1.1,4,0.141430053,15.316065960000001,0.13417213763422575,0
Q1.1,5,0.141878234,15.153446841999996,0.1400990566790283,0
Q1.2,1,0.350063259,38.19706699400001,0.10215408430738736,0
Q1.2,2,0.104239526,11.154182486,0.0830810241058127,0
Q1.2,3,0.106614698,11.432711798999996,0.07767392833935287,0
Q1.2,4,0.102456914,11.07793480199999,0.08005896413471245,0
Q1.2,5,0.106035889,11.442178981000001,0.07853189593451612,0
Q1.3,1,0.358500045,38.24699755000001,0.09884093398594106,0
Q1.3,2,0.110588265,11.822507203999994,0.07680370350654435,0
Q1.3,3,0.110661935,11.873892466000004,0.07544456407745942,0
Q1.3,4,0.114452854,12.273469934,0.07254493291530152,0
Q1.3,5,0.108289706,11.653083407999999,0.08119862648116045,0
Q2.1,1,1.08299592,110.88119818099999,0.4917882411045588,0
Q2.1,2,0.262542858,22.625369901000003,0.5127135993249458,0
Q2.1,3,0.204841892,17.603409136000003,0.48157064381713743,0
Q2.1,4,0.188579432,17.421544156,0.4759865939405882,0
Q2.1,5,0.195569211,17.056724550000006,0.48588177394234816,0
Q2.2,1,0.844342056,83.009024523,0.416654035302113,0
Q2.2,2,0.204648647,19.13115355,0.41870708115245847,0
Q2.2,3,0.184411098,15.653035241000008,0.381742016420469,0
Q2.2,4,0.17944559,15.575486509000003,0.3854571410357477,0
Q2.2,5,0.189415951,16.25501962,0.40865482997183855,0
Q2.3,1,0.75547516,73.86793380099996,0.2778529767231982,0
Q2.3,2,0.192368707,16.887353343000004,0.35863157476422575,0
Q2.3,3,0.188264084,15.815739006000003,0.35500404684662384,0
Q2.3,4,0.170724076,15.670235059,0.3545930075125876,0
Q2.3,5,1.193027433,93.53907821199999,0.4591269811817588,0
Q3.1,1,1.003353241,95.44899412399997,0.4117021360743618,0
Q3.1,2,0.455163937,42.752931591,0.5993506689584335,0
Q3.1,3,0.451263786,42.15344374099999,0.5962867046032645,0
Q3.1,4,0.45467312,41.508621655,0.5974237031552426,0
Q3.1,5,0.46238419,42.104917038,0.5957762431965015,0
Q3.2,1,0.919730564,92.09084601499985,0.36576970430387157,0
Q3.2,2,0.298775836,27.319507153999975,0.5642248019742583,0
Q3.2,3,0.281813622,27.363811564999974,0.5610544367889484,0
Q3.2,4,0.300970102,27.71415645799998,0.5549086994333079,0
Q3.2,5,0.290531343,26.861991383999975,0.5544402960337123,0
Q3.3,1,0.688652927,68.03678115700009,0.3690632241119269,0
Q3.3,2,0.325742567,31.39615780999998,0.5771649445024873,0
Q3.3,3,0.311831498,28.71357012999999,0.5570839803124125,0
Q3.3,4,0.282477487,27.391385217000003,0.575061743179894,0
Q3.3,5,1.38386711,116.58302916599999,0.3383785012210411,0
Q3.4,1,0.504462568,46.603024251,0.3658712903086786,0
Q3.4,2,0.172480759,16.030994650999997,0.20361671580973204,0
Q3.4,3,0.210801221,19.456892086999993,0.16544379131088316,0
Q3.4,4,0.186070891,16.751006534000002,0.23495437053358867,0
Q3.4,5,0.154933287,14.396649146999993,0.27104857381435515,0
Q4.1,1,1.241161303,119.64031902100002,0.7426893546681661,0
Q4.1,2,0.411269427,35.56423188199997,0.761152550681145,0
Q4.1,3,0.409335865,36.51455314199998,0.7610543953237021,0
Q4.1,4,0.382155551,34.253830027,0.7644404944311366,0
Q4.1,5,0.652970188,34.54780485499999,0.7581648467083191,0
Q4.2,1,1.175122311,110.28239438099986,0.5817160220911249,0
Q4.2,2,0.411861526,34.166930706,0.6496115597267372,0
Q4.2,3,0.399239358,33.11625148899999,0.6392863076617277,0
Q4.2,4,0.36465587,28.69707630899997,0.6411359264926151,0
Q4.2,5,0.502991523,28.653917831999994,0.6319439388765815,0
Q4.3,1,1.000316924,99.034201888,0.4775315536998374,0
Q4.3,2,0.33298857,22.119390694000003,0.43214037959883056,0
Q4.3,3,0.381071885,26.503456137000004,0.4288578089305213,0
Q4.3,4,0.50356511,25.076399310000003,0.3489744170531796,0
Q4.3,5,0.478682169,25.254934300000006,0.358796559371766,0
